edge_index,edge_rarity,src_out_degree,dst_in_degree,src_fan_out,normalized_weight,is_self_loop,is_user_edge,is_ntlm,is_network_logon,auth_success,is_unusual_dst_port,is_ephemeral,protocol_rarity,byte_per_packet_ratio,duration_z_score
8203,0.5,1,778,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8204,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8205,0.5,4,779,0.8,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8206,0.16666666666666666,1,1,0.5,0.032679738562091505,1,1,0,0,0,0,0,0.0,0.0,0.0
8207,1.0,4,1,0.8,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0
8208,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8209,0.5,4,778,0.5714285714285714,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8210,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8211,1.0,2,735,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8212,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8213,1.0,4,779,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8214,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8215,0.5,2,778,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8216,0.16666666666666666,1,1,0.5,0.032679738562091505,1,1,0,1,0,0,0,0.0,0.0,0.0
8217,0.5,5,1,0.8333333333333334,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8218,0.5,1,1,0.5,0.006535947712418301,1,1,0,0,0,0,0,0.0,0.0,0.0
8219,0.5,3,1,0.75,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8220,0.5,1,1,0.5,0.006535947712418301,1,1,0,0,0,0,0,0.0,0.0,0.0
8221,1.0,2,2,0.5,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0
8222,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8223,0.5,5,779,0.5555555555555556,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8224,1.0,4,192,0.5714285714285714,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8225,0.5,4,779,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8226,0.2,9,865,0.8181818181818182,0.026143790849673203,0,0,0,0,0,0,0,0.0,0.0,0.0
8227,0.25,5,737,0.7142857142857143,0.0196078431372549,0,0,0,0,0,0,0,0.0,0.0,0.0
8228,0.2,1,1,0.5,0.026143790849673203,1,1,0,0,0,0,0,0.0,0.0,0.0
8229,0.5,5,737,0.8333333333333334,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8230,0.07142857142857142,1,1,0.5,0.08496732026143791,1,1,0,1,0,0,0,0.0,0.0,0.0
8231,0.5,3,778,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8232,0.125,1,1,0.5,0.0457516339869281,1,1,0,1,0,0,0,0.0,0.0,0.0
8233,1.0,4,2,0.6666666666666666,0.0,1,0,0,1,0,0,0,0.0,0.0,0.0
8234,0.5,5,1321,0.5555555555555556,0.006535947712418301,0,0,1,1,0,0,0,0.0,0.0,0.0
8235,0.14285714285714285,12,1321,0.8,0.0392156862745098,0,0,1,1,0,0,0,0.0,0.0,0.0
8236,0.25,1,1321,1.0,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8237,0.5,3,779,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8238,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8239,0.5,1,872,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8240,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8241,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8242,0.16666666666666666,1,45,1.0,0.032679738562091505,0,0,1,1,0,0,0,0.0,0.0,0.0
8243,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,1,1,0,0,0,0.0,0.0,0.0
8244,0.5,1,854,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8245,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8246,1.0,2,1,0.6666666666666666,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0
8247,1.0,1,1,1.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0
8248,0.3333333333333333,2,1,0.6666666666666666,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8249,0.16666666666666666,5,1321,0.7142857142857143,0.032679738562091505,0,0,0,1,0,0,0,0.0,0.0,0.0
8250,0.041666666666666664,1,1,0.5,0.1503267973856209,1,1,0,1,0,0,0,0.0,0.0,0.0
8251,0.07142857142857142,2,2,0.5,0.08496732026143791,1,1,0,1,0,0,0,0.0,0.0,0.0
8252,0.16666666666666666,2,1321,0.5,0.032679738562091505,0,0,0,1,0,0,0,0.0,0.0,0.0
8253,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8254,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8255,0.25,6,2,0.75,0.0196078431372549,1,0,0,0,0,0,0,0.0,0.0,0.0
8256,0.5,6,872,0.75,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8257,0.25,5,1321,0.8333333333333334,0.0196078431372549,0,0,0,1,0,0,0,0.0,0.0,0.0
8258,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8259,1.0,4,120,0.8,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8260,1.0,4,1321,0.8,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8261,0.3333333333333333,6,1,0.8571428571428571,0.013071895424836602,1,0,0,1,0,0,0,0.0,0.0,0.0
8262,0.5,5,2,0.7142857142857143,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8263,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8264,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8265,1.0,1,2,0.3333333333333333,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8266,0.3333333333333333,12,3,0.8,0.013071895424836602,1,0,0,0,0,0,0,0.0,0.0,0.0
8267,0.02631578947368421,2,2,0.5,0.24183006535947713,1,1,0,0,0,0,0,0.0,0.0,0.0
8268,1.0,5,124,0.5555555555555556,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8269,0.25,2,192,0.6666666666666666,0.0196078431372549,0,0,0,0,0,0,0,0.0,0.0,0.0
8270,0.25,1,1,0.5,0.0196078431372549,1,1,0,0,0,0,0,0.0,0.0,0.0
8271,0.2,1,1,0.5,0.026143790849673203,1,1,0,1,0,0,0,0.0,0.0,0.0
8272,0.3333333333333333,1,779,1.0,0.013071895424836602,0,0,0,0,0,0,0,0.0,0.0,0.0
8273,0.2,1,1,0.5,0.026143790849673203,1,1,0,1,0,0,0,0.0,0.0,0.0
8274,1.0,2,124,0.6666666666666666,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8275,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8276,1.0,2,872,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8277,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8278,0.3333333333333333,3,192,1.0,0.013071895424836602,0,0,0,0,0,0,0,0.0,0.0,0.0
8279,0.05,1,1,0.5,0.12418300653594772,1,1,0,1,0,0,0,0.0,0.0,0.0
8280,0.2,5,779,0.7142857142857143,0.026143790849673203,0,0,1,1,0,0,0,0.0,0.0,0.0
8281,0.14285714285714285,2,2,0.5,0.0392156862745098,1,0,0,0,0,0,0,0.0,0.0,0.0
8282,0.5,1,2,0.5,0.006535947712418301,0,1,0,0,0,0,0,0.0,0.0,0.0
8283,1.0,93,2,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8284,1.0,2,872,0.6666666666666666,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8285,0.5,5,2,0.7142857142857143,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8286,0.5,5,735,0.7142857142857143,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8287,0.5,5,854,0.7142857142857143,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8288,0.5,5,778,0.7142857142857143,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8289,1.0,181,2,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8290,0.08333333333333333,12,778,0.8,0.0718954248366013,0,0,1,1,0,0,0,0.0,0.0,0.0
8291,1.0,93,3,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8292,1.0,2,2,0.5,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0
8293,0.25,5,735,0.7142857142857143,0.0196078431372549,0,0,0,1,0,0,0,0.0,0.0,0.0
8294,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8295,0.5,6,15,0.6,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8296,0.3333333333333333,1,872,1.0,0.013071895424836602,0,0,0,1,0,0,0,0.0,0.0,0.0
8297,1.0,2,2,0.5,0.0,0,1,0,1,0,0,0,0.0,0.0,0.0
8298,0.5,5,737,0.8333333333333334,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8299,0.3333333333333333,5,1,0.8333333333333334,0.013071895424836602,1,0,0,1,0,0,0,0.0,0.0,0.0
8300,1.0,1,735,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8301,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8302,1.0,3,735,0.6,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8303,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8304,0.25,6,778,0.75,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8305,0.25,2,1,0.6666666666666666,0.0196078431372549,1,1,1,1,0,0,0,0.0,0.0,0.0
8306,1.0,1,872,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8307,1.0,3,735,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8308,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8309,1.0,1,872,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8310,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8311,0.5,2,872,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8312,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8313,1.0,3,2,0.6,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0
8314,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8315,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8316,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8317,1.0,2,1,0.6666666666666666,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0
8318,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8319,1.0,1,1,0.5,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0
8320,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8321,0.5,1,1,0.5,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8322,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8323,0.2,2,1,0.6666666666666666,0.026143790849673203,1,0,0,0,0,0,0,0.0,0.0,0.0
8324,0.5,1,1,0.5,0.006535947712418301,1,1,0,0,0,0,0,0.0,0.0,0.0
8325,1.0,2,2,0.5,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0
8326,0.3333333333333333,5,778,0.5555555555555556,0.013071895424836602,0,0,0,1,0,0,0,0.0,0.0,0.0
8327,0.14285714285714285,1,1,0.5,0.0392156862745098,1,1,0,1,0,0,0,0.0,0.0,0.0
8328,1.0,2,1,0.5,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0
8329,0.14285714285714285,2,2,0.5,0.0392156862745098,1,1,0,0,0,0,0,0.0,0.0,0.0
8330,0.5,5,778,0.625,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8331,0.05263157894736842,1,1,0.5,0.11764705882352941,1,1,0,1,0,0,0,0.0,0.0,0.0
8332,1.0,2,2,0.5,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0
8333,1.0,2,2,0.5,0.0,1,1,0,1,0,0,0,0.0,0.0,0.0
8334,0.25,4,3,0.5714285714285714,0.0196078431372549,1,0,0,0,0,0,0,0.0,0.0,0.0
8335,0.16666666666666666,1,1,0.5,0.032679738562091505,1,1,0,0,0,0,0,0.0,0.0,0.0
8336,0.08333333333333333,1,1,0.5,0.0718954248366013,1,1,0,1,0,0,0,0.0,0.0,0.0
8337,1.0,5,735,0.8333333333333334,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8338,0.25,1,1,0.5,0.0196078431372549,1,1,0,0,0,0,0,0.0,0.0,0.0
8339,0.16666666666666666,1,1,0.5,0.032679738562091505,1,1,0,0,0,0,0,0.0,0.0,0.0
8340,0.5,5,1321,1.0,0.006535947712418301,0,0,1,1,0,0,0,0.0,0.0,0.0
8341,0.25,1,1321,1.0,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8342,0.25,2,1321,0.6666666666666666,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8343,0.3333333333333333,2,1321,1.0,0.013071895424836602,0,0,1,1,0,0,0,0.0,0.0,0.0
8344,0.25,2,1321,1.0,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8345,0.5,5,854,0.8333333333333334,0.006535947712418301,0,0,1,1,0,0,0,0.0,0.0,0.0
8346,0.16666666666666666,7,854,0.5,0.032679738562091505,0,0,0,1,0,0,0,0.0,0.0,0.0
8347,0.08333333333333333,5,1321,0.625,0.0718954248366013,0,0,1,1,0,0,0,0.0,0.0,0.0
8348,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,1,1,0,0,0,0.0,0.0,0.0
8349,0.5,2,872,0.6666666666666666,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8350,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8351,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8352,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8353,1.0,1,1321,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8354,0.25,4,779,0.6666666666666666,0.0196078431372549,0,0,0,1,0,0,0,0.0,0.0,0.0
8355,0.08333333333333333,1,1,0.5,0.0718954248366013,1,1,0,1,0,0,0,0.0,0.0,0.0
8356,0.25,4,361,0.6666666666666666,0.0196078431372549,0,0,0,0,0,0,0,0.0,0.0,0.0
8357,0.5,1,1321,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8358,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8359,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8360,1.0,1,735,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8361,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8362,0.5,4,854,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8363,0.5,1,872,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8364,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8365,0.5,1,872,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8366,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8367,0.16666666666666666,6,2,0.75,0.032679738562091505,1,0,0,1,0,0,0,0.0,0.0,0.0
8368,1.0,181,2,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8369,0.07142857142857142,1,1,0.5,0.08496732026143791,1,1,0,1,0,0,0,0.0,0.0,0.0
8370,0.5,4,865,0.6666666666666666,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8371,1.0,4,1321,0.6666666666666666,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8372,0.5,4,2,0.6666666666666666,0.006535947712418301,1,0,0,1,0,0,0,0.0,0.0,0.0
8373,0.5,8,872,0.5714285714285714,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8374,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8375,0.5,1,1,0.5,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8376,0.5,1,1,0.5,0.006535947712418301,1,1,0,0,0,0,0,0.0,0.0,0.0
8377,0.5,1,1,0.5,0.006535947712418301,1,1,0,0,0,0,0,0.0,0.0,0.0
8378,1.0,6,735,0.75,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8379,0.5,6,865,0.75,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8380,0.3333333333333333,12,865,0.8,0.013071895424836602,0,0,0,0,0,0,0,0.0,0.0,0.0
8381,0.3333333333333333,12,779,0.8,0.013071895424836602,0,0,0,0,0,0,0,0.0,0.0,0.0
8382,1.0,12,361,0.8,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8383,0.5,5,854,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8384,0.125,1,1,0.5,0.0457516339869281,1,1,0,1,0,0,0,0.0,0.0,0.0
8385,0.16666666666666666,4,2,0.6666666666666666,0.032679738562091505,1,0,0,1,0,0,0,0.0,0.0,0.0
8386,1.0,1,1,0.5,0.0,1,1,0,1,0,0,0,0.0,0.0,0.0
8387,0.5,2,854,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8388,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8389,1.0,3,2,0.6,0.0,1,0,0,1,0,0,0,0.0,0.0,0.0
8390,0.5,8,1321,0.8,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8391,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8392,0.3333333333333333,5,865,0.625,0.013071895424836602,0,0,0,1,0,0,0,0.0,0.0,0.0
8393,0.25,5,779,1.0,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8394,0.0625,1,1,0.5,0.09803921568627451,1,1,1,1,0,0,0,0.0,0.0,0.0
8395,0.16666666666666666,1,1,0.5,0.032679738562091505,1,0,0,1,0,0,0,0.0,0.0,0.0
8396,1.0,1,1,0.5,0.0,1,1,0,1,0,0,0,0.0,0.0,0.0
8397,0.2,12,7,0.631578947368421,0.026143790849673203,1,0,0,0,0,0,0,0.0,0.0,0.0
8398,0.25,1,1321,1.0,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8399,0.25,1,1321,1.0,0.0196078431372549,0,0,1,1,0,0,0,0.0,0.0,0.0
8400,0.25,9,38,0.8181818181818182,0.0196078431372549,0,0,0,1,0,0,0,0.0,0.0,0.0
8401,0.5,2,2,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8402,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8403,0.14285714285714285,7,865,0.7,0.0392156862745098,0,0,0,1,0,0,0,0.0,0.0,0.0
8404,0.02564102564102564,2,2,0.5,0.24836601307189543,1,1,0,1,0,0,0,0.0,0.0,0.0
8405,0.25,2,1321,1.0,0.0196078431372549,0,0,0,0,0,0,0,0.0,0.0,0.0
8406,0.2,1,1,0.5,0.026143790849673203,1,1,0,0,0,0,0,0.0,0.0,0.0
8407,0.5,6,5,0.5454545454545454,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8408,0.125,1,1,0.5,0.0457516339869281,1,1,0,0,0,0,0,0.0,0.0,0.0
8409,0.3333333333333333,6,854,0.5454545454545454,0.013071895424836602,0,0,0,1,0,0,0,0.0,0.0,0.0
8410,0.5,6,361,0.5454545454545454,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8411,0.5,2,778,0.6666666666666666,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8412,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8413,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8414,0.5,4,872,0.6666666666666666,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8415,0.1111111111111111,4,737,0.8,0.05228758169934641,0,0,0,1,0,0,0,0.0,0.0,0.0
8416,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8417,0.1,1,1,0.5,0.058823529411764705,1,1,0,0,0,0,0,0.0,0.0,0.0
8418,0.5,4,361,0.6666666666666666,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8419,0.3333333333333333,1,872,1.0,0.013071895424836602,0,0,0,1,0,0,0,0.0,0.0,0.0
8420,0.14285714285714285,1,1,0.5,0.0392156862745098,1,1,0,1,0,0,0,0.0,0.0,0.0
8421,1.0,2,872,0.6666666666666666,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8422,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8423,0.5,1,1321,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8424,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8425,1.0,4,361,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8426,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,0,0,0,0,0.0,0.0,0.0
8427,0.5,1,737,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8428,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8429,1.0,8,2,0.18604651162790697,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8430,0.5,2,737,0.6666666666666666,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8431,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8432,1.0,1,872,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8433,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8434,0.3333333333333333,1,1,0.5,0.013071895424836602,1,1,0,1,0,0,0,0.0,0.0,0.0
8435,1.0,181,3,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8436,0.045454545454545456,1,1,0.5,0.13725490196078433,1,1,0,1,0,0,0,0.0,0.0,0.0
8437,0.5,7,735,0.7,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8438,1.0,7,872,0.7,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8439,0.5,7,1321,0.7,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8440,0.5,7,778,0.7,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8441,0.3333333333333333,7,3,0.7,0.013071895424836602,1,0,0,0,0,0,0,0.0,0.0,0.0
8442,0.5,4,779,0.8,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8443,0.25,8,854,0.8,0.0196078431372549,0,0,0,1,0,0,0,0.0,0.0,0.0
8444,0.5,5,4,0.5555555555555556,0.006535947712418301,1,0,0,0,0,0,0,0.0,0.0,0.0
8445,0.5,1,1,0.5,0.006535947712418301,1,1,0,0,0,0,0,0.0,0.0,0.0
8446,1.0,6,872,0.75,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8447,0.5,4,20,1.0,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8448,0.5,4,361,1.0,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8449,1.0,3,865,1.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0
8450,0.5,1,1,0.5,0.006535947712418301,1,1,0,1,0,0,0,0.0,0.0,0.0
8451,0.5,9,120,0.8181818181818182,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8452,0.16666666666666666,9,322,0.8181818181818182,0.032679738562091505,0,0,0,0,0,0,0,0.0,0.0,0.0
8453,0.125,9,778,0.8181818181818182,0.0457516339869281,0,0,0,0,0,0,0,0.0,0.0,0.0
8454,0.5,9,361,0.8181818181818182,0.006535947712418301,0,0,0,0,0,0,0,0.0,0.0,0.0
8455,1.0,4,192,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
8456,1.0,1,1,0.5,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0
8457,0.5,2,778,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8458,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8459,0.25,2,1,0.6666666666666666,0.0196078431372549,1,0,0,1,0,0,0,0.0,0.0,0.0
8460,1.0,3,2,0.6,0.0,1,0,0,1,0,0,0,0.0,0.0,0.0
8461,0.5,6,1321,0.75,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8462,0.1111111111111111,3,35,1.0,0.05228758169934641,0,0,0,0,0,0,0,0.0,0.0,0.0
8463,0.2,12,779,0.8571428571428571,0.026143790849673203,0,0,0,1,0,0,0,0.0,0.0,0.0
8464,0.5,1,854,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8465,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8466,0.5,1,854,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8467,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8468,0.5,1,779,1.0,0.006535947712418301,0,0,0,1,0,0,0,0.0,0.0,0.0
8469,0.25,1,1,0.5,0.0196078431372549,1,1,0,1,0,0,0,0.0,0.0,0.0
8470,0.14285714285714285,3,3,0.5,0.0392156862745098,1,0,0,0,0,0,0,0.0,0.0,0.0
8471,0.5,1,2,0.5,0.006535947712418301,0,1,0,0,0,0,0,0.0,0.0,0.0
8472,1.0,93,3,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
