src,dst,type,auth_type,logon_type,auth_orientation,success,time,weight,first_time,last_time,protocol,src_port,dst_port,pkt_count,byte_count,duration
C12214$@DOM1,C12214$@DOM1,auth,?,Network,LogOff,Success,147323.0,6,147323.0,147382.0,,,,,,
C13298,C529,auth,Kerberos,Network,LogOn,Success,147323.0,7,147323.0,147430.0,,,,,,
C13298$@DOM1,C13298$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,9,147323.0,147405.0,,,,,,
C13312,C529,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147504.0,,,,,,
C13312$@DOM1,C13312$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147396.0,,,,,,
C13406,C457,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147329.0,,,,,,
C13406$@DOM1,C13406$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147333.0,,,,,,
C13719,C457,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147329.0,,,,,,
C13719$@DOM1,C13719$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,17,147323.0,147397.0,,,,,,
C1413,C529,auth,NTLM,Network,LogOn,Success,147323.0,2,147323.0,147329.0,,,,,,
C1413$@DOM1,C1413$@DOM1,auth,NTLM,Network,LogOn,Success,147323.0,3,147323.0,147335.0,,,,,,
C1435,C1435,auth,?,?,TGS,Success,147323.0,1,147323.0,,,,,,,
C1435$@DOM1,C1435$@DOM1,auth,?,?,TGS,Success,147323.0,1,147323.0,,,,,,,
C14402,C612,auth,Kerberos,Network,LogOn,Success,147323.0,3,147323.0,147404.0,,,,,,
C14402$@DOM1,C14402$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,6,147323.0,147406.0,,,,,,
C1512,C457,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147328.0,,,,,,
C15180,C1065,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147350.0,,,,,,
C15829$@DOM1,C15829$@DOM1,auth,?,Network,LogOff,Success,147323.0,6,147323.0,147350.0,,,,,,
C15829,C1065,auth,?,?,TGS,Success,147323.0,4,147323.0,147350.0,,,,,,
C2250,C457,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147464.0,,,,,,
C2090,C1065,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147350.0,,,,,,
C2090$@DOM1,C2090$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,7,147323.0,147431.0,,,,,,
C2180,C2180,auth,?,?,TGT,Success,147323.0,4,147323.0,147443.0,,,,,,
C2179$@DOM1,C2179$@DOM1,auth,?,?,TGT,Success,147323.0,16,147323.0,147443.0,,,,,,
C2180,C457,auth,?,?,TGS,Success,147323.0,8,147323.0,147443.0,,,,,,
C2465,C528,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
C2465$@DOM1,C2465$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147337.0,,,,,,
C2492,C2492,auth,?,?,TGT,Success,147323.0,5,147323.0,147503.0,,,,,,
C2491$@DOM1,C2491$@DOM1,auth,?,?,TGT,Success,147323.0,21,147323.0,147503.0,,,,,,
C2492,C457,auth,?,?,TGS,Success,147323.0,11,147323.0,147503.0,,,,,,
C2602,C457,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147328.0,,,,,,
C2602$@DOM1,C2602$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147328.0,,,,,,
C2758,C528,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
C2758$@DOM1,C2758$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147335.0,,,,,,
C3371,C612,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147358.0,,,,,,
C4285,C4285,auth,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail,147323.0,6,147323.0,147486.0,,,,,,
C3811$@DOM1,C3811$@DOM1,auth,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail,147323.0,19,147323.0,147486.0,,,,,,
C4219,C4219,auth,?,?,TGT,Success,147323.0,3,147323.0,147358.0,,,,,,
C4219,C457,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147329.0,,,,,,
C4219,C528,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
C4964,C1640,auth,?,?,TGS,Success,147323.0,2,147323.0,147358.0,,,,,,
C4991,C528,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
C4990$@DOM1,C4990$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,6,147323.0,147466.0,,,,,,
C6093,C457,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147329.0,,,,,,
C6093$@DOM1,C6093$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147335.0,,,,,,
C7964$@DOM1,C7964$@DOM1,auth,?,Network,LogOff,Success,147323.0,1,147323.0,,,,,,,
C8333,C528,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
C8333$@DOM1,C8333$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,3,147323.0,147324.0,,,,,,
C8333,TGT,auth,?,?,TGS,Success,147323.0,1,147323.0,,,,,,,
C914,C529,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147330.0,,,,,,
C914$@DOM1,C914$@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147335.0,,,,,,
C1798,C9140,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
C9140,C9140,auth,?,?,TGS,Success,147323.0,3,147323.0,147328.0,,,,,,
C9986,C612,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147468.0,,,,,,
C17674,C17674,auth,Negotiate,Service,LogOn,Success,147323.0,3,147323.0,147498.0,,,,,,
NETWORK SERVICE@C17674,NETWORK SERVICE@C17674,auth,Negotiate,Service,LogOn,Success,147323.0,3,147323.0,147498.0,,,,,,
C1832,C1832,auth,Negotiate,Service,LogOn,Success,147323.0,4,147323.0,147450.0,,,,,,
NETWORK SERVICE@C1832,NETWORK SERVICE@C1832,auth,Negotiate,Service,LogOn,Success,147323.0,4,147323.0,147450.0,,,,,,
C490,C490,auth,?,Batch,LogOff,Success,147323.0,8,147323.0,147444.0,,,,,,
U109@DOM1,U109@DOM1,auth,?,Batch,LogOff,Success,147323.0,40,147323.0,147444.0,,,,,,
C10867,C585,auth,?,?,TGS,Success,147323.0,3,147323.0,147329.0,,,,,,
C4025,C4025,auth,NTLM,Network,LogOn,Success,147323.0,4,147323.0,147454.0,,,,,,
U1464@C4025,U1464@C4025,auth,NTLM,Network,LogOn,Success,147323.0,4,147323.0,147454.0,,,,,,
U2878@DOM1,U2878@DOM1,auth,?,Network,LogOff,Success,147323.0,1,147323.0,,,,,,,
U3206@DOM1,U3206@DOM1,auth,?,Network,LogOff,Success,147323.0,4,147323.0,147349.0,,,,,,
C8585,C1065,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147349.0,,,,,,
C9436,C2327,auth,?,?,TGS,Success,147323.0,4,147323.0,147476.0,,,,,,
U3790@DOM1,U3790@DOM1,auth,?,?,TGS,Success,147323.0,11,147323.0,147476.0,,,,,,
C9436,C9436,auth,?,?,TGT,Success,147323.0,4,147323.0,147476.0,,,,,,
C10043,C528,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
U3914@DOM1,U3914@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,3,147323.0,147360.0,,,,,,
C12203,C1877,auth,?,?,TGS,Success,147323.0,1,147323.0,,,,,,,
C12203,C585,auth,?,?,TGS,Success,147323.0,2,147323.0,147324.0,,,,,,
C12203,C743,auth,?,?,TGS,Success,147323.0,2,147323.0,147325.0,,,,,,
C17310,TGT,auth,?,?,TGS,Success,147323.0,1,147323.0,,,,,,,
C13581,C612,auth,Kerberos,Network,LogOn,Success,147323.0,1,147323.0,,,,,,,
U6233@DOM1,U6233@DOM1,auth,Kerberos,Network,LogOn,Success,147323.0,2,147323.0,147323.0,,,,,,
C8040,C1065,auth,Kerberos,Network,LogOn,Success,147323.0,4,147323.0,147358.0,,,,,,
C8040,C2553,auth,?,?,TGS,Success,147323.0,2,147323.0,147358.0,,,,,,
C8040,C467,auth,?,?,TGS,Success,147323.0,3,147323.0,147358.0,,,,,,
C8040,C612,auth,?,?,TGS,Success,147323.0,4,147323.0,147358.0,,,,,,
C8040,C743,auth,?,?,TGS,Success,147323.0,3,147323.0,147358.0,,,,,,
C8040,C7955,auth,?,?,TGS,Success,147323.0,2,147323.0,147358.0,,,,,,
C10243,C586,auth,NTLM,Network,LogOn,Success,147324.0,4,147324.0,147448.0,,,,,,
C11435,C586,auth,NTLM,Network,LogOn,Success,147324.0,4,147324.0,147364.0,,,,,,
C6937,C586,auth,NTLM,Network,LogOn,Success,147324.0,4,147324.0,147364.0,,,,,,
C7958,C586,auth,NTLM,Network,LogOn,Success,147324.0,2,147324.0,147324.0,,,,,,
C10077,C585,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C10243$@DOM1,C10243$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,6,147324.0,147448.0,,,,,,
C10583,C528,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147423.0,,,,,,
C10583$@DOM1,C10583$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,3,147324.0,147437.0,,,,,,
C1085,C599,auth,?,?,AuthMap,Success,147324.0,8,147324.0,147503.0,,,,,,
C11435$@DOM1,C11435$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,6,147324.0,147374.0,,,,,,
C11484,C586,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147502.0,,,,,,
C1798,C11484,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C11506,C529,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147330.0,,,,,,
C11506$@DOM1,C11506$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,12,147324.0,147508.0,,,,,,
C11583,C1065,auth,NTLM,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C11583$@DOM1,C11583$@DOM1,auth,NTLM,Network,LogOn,Success,147324.0,2,147324.0,147334.0,,,,,,
C1266,C1065,auth,?,?,TGS,Success,147324.0,4,147324.0,147382.0,,,,,,
C127,C529,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147330.0,,,,,,
C127$@DOM1,C127$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147396.0,,,,,,
C13306,C467,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147355.0,,,,,,
C13306$@DOM1,C13306$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147366.0,,,,,,
C1337,C1065,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C1337$@DOM1,C1337$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,3,147324.0,147366.0,,,,,,
C14114,C625,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147382.0,,,,,,
C14114$@DOM1,C14114$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147383.0,,,,,,
C14302,C586,auth,Kerberos,Network,LogOn,Success,147324.0,3,147324.0,147377.0,,,,,,
C14302$@DOM1,C14302$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,6,147324.0,147377.0,,,,,,
C14940,C612,auth,Kerberos,Network,LogOn,Success,147324.0,7,147324.0,147487.0,,,,,,
C15518,C625,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147382.0,,,,,,
C15518$@DOM1,C15518$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147386.0,,,,,,
C1586,C612,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C15895,C15895,auth,?,Network,LogOff,Success,147324.0,9,147324.0,147354.0,,,,,,
C15895,C586,auth,Kerberos,Network,LogOn,Success,147324.0,7,147324.0,147370.0,,,,,,
C1798,C15895,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147329.0,,,,,,
C2012,C2012,auth,?,Network,LogOff,Success,147324.0,2,147324.0,147418.0,,,,,,
C2112,C2112,auth,?,?,TGT,Success,147324.0,7,147324.0,147509.0,,,,,,
C2111$@DOM1,C2111$@DOM1,auth,?,?,TGT,Success,147324.0,28,147324.0,147509.0,,,,,,
C2112,C612,auth,?,?,TGS,Success,147324.0,14,147324.0,147509.0,,,,,,
C3371,TGT,auth,?,?,TGS,Success,147324.0,3,147324.0,147364.0,,,,,,
C3839,C529,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147330.0,,,,,,
C3839$@DOM1,C3839$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147396.0,,,,,,
C3880,C528,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C3880$@DOM1,C3880$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147333.0,,,,,,
C4106,C1065,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147351.0,,,,,,
C4106$@DOM1,C4106$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147366.0,,,,,,
C4278,C528,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C4278$@DOM1,C4278$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147335.0,,,,,,
C4984,C529,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147330.0,,,,,,
C4984$@DOM1,C4984$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147396.0,,,,,,
C4995,C612,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147358.0,,,,,,
C4994$@DOM1,C4994$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147369.0,,,,,,
C7210,C7210,auth,?,Network,LogOff,Success,147324.0,3,147324.0,147324.0,,,,,,
C793$@DOM1,C793$@DOM1,auth,?,Network,LogOff,Success,147324.0,6,147324.0,147501.0,,,,,,
C7958$@DOM1,C7958$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,3,147324.0,147376.0,,,,,,
C8040,C529,auth,NTLM,Network,LogOn,Success,147324.0,2,147324.0,147330.0,,,,,,
C8040$@DOM1,C8040$@DOM1,auth,NTLM,Network,LogOn,Success,147324.0,4,147324.0,147396.0,,,,,,
C9206,C586,auth,?,?,TGS,Success,147324.0,4,147324.0,147365.0,,,,,,
C9206$@DOM1,C9206$@DOM1,auth,?,?,TGS,Success,147324.0,6,147324.0,147372.0,,,,,,
C9462,C612,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147358.0,,,,,,
C9462$@DOM1,C9462$@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,4,147324.0,147368.0,,,,,,
C17094,C17094,auth,Negotiate,Service,LogOn,Success,147324.0,1,147324.0,,,,,,,
NETWORK SERVICE@C17094,NETWORK SERVICE@C17094,auth,Negotiate,Service,LogOn,Success,147324.0,1,147324.0,,,,,,,
C3935,C3935,auth,Negotiate,Service,LogOn,Success,147324.0,1,147324.0,,,,,,,
NETWORK SERVICE@C3935,NETWORK SERVICE@C3935,auth,Negotiate,Service,LogOn,Success,147324.0,1,147324.0,,,,,,,
NETWORK SERVICE@C7210,NETWORK SERVICE@C7210,auth,Negotiate,Service,LogOn,Success,147324.0,1,147324.0,,,,,,,
C5248,C586,auth,Kerberos,Network,LogOn,Success,147324.0,3,147324.0,147492.0,,,,,,
U1120@DOM1,U1120@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147324.0,,,,,,
C3110,C612,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
U1370@DOM1,U1370@DOM1,auth,?,Network,LogOff,Success,147324.0,2,147324.0,147382.0,,,,,,
C320,C467,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
U176@DOM1,U176@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,12,147324.0,147464.0,,,,,,
C320,C585,auth,Kerberos,Network,LogOn,Success,147324.0,3,147324.0,147449.0,,,,,,
C320,C625,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147382.0,,,,,,
U2122@DOM1,U2122@DOM1,auth,?,Network,LogOff,Success,147324.0,2,147324.0,147324.0,,,,,,
C6407,C3034,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C6546,C612,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
C2127,C2127,auth,?,Network,LogOff,Success,147324.0,19,147324.0,147499.0,,,,,,
C9436,C2310,auth,?,?,AuthMap,Success,147324.0,3,147324.0,147450.0,,,,,,
C10028,C467,auth,NTLM,Network,LogOn,Success,147324.0,5,147324.0,147360.0,,,,,,
U3884@DOM1,U3884@DOM1,auth,NTLM,Network,LogOn,Success,147324.0,9,147324.0,147360.0,,,,,,
C10518,C1065,auth,Kerberos,Network,LogOn,Success,147324.0,1,147324.0,,,,,,,
U3993@DOM1,U3993@DOM1,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147324.0,,,,,,
C606,C1755,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147444.0,,,,,,
U463@DOM9,U463@DOM9,auth,Kerberos,Network,LogOn,Success,147324.0,2,147324.0,147444.0,,,,,,
C2240,C8500,auth,?,?,AuthMap,Success,147324.0,1,147324.0,,,,,,,
U4652@DOM16,U4524@DOM1,auth,?,?,AuthMap,Success,147324.0,1,147324.0,,,,,,,
C12373,C12373,auth,?,?,ScreenLock,Success,147324.0,1,147324.0,,,,,,,
U5128@DOM1,U5128@DOM1,auth,?,?,ScreenLock,Success,147324.0,1,147324.0,,,,,,,
U5508@DOM1,U5508@DOM1,auth,?,Network,LogOff,Success,147324.0,14,147324.0,147459.0,,,,,,
C1998,C1998,auth,?,Network,LogOff,Success,147324.0,2,147324.0,147324.0,,,,,,
U7048@DOM1,U7048@DOM1,auth,?,Network,LogOff,Success,147324.0,1,147324.0,,,,,,,
C8040,C1877,auth,?,?,TGS,Success,147324.0,2,147324.0,147358.0,,,,,,
C1016,C612,auth,Kerberos,Network,LogOn,Success,147325.0,2,147325.0,147358.0,,,,,,
C1016$@DOM1,C1016$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,4,147325.0,147370.0,,,,,,
C11080,C457,auth,Kerberos,Network,LogOn,Success,147325.0,2,147325.0,147330.0,,,,,,
C11080$@DOM1,C11080$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,4,147325.0,147338.0,,,,,,
C11484,C612,auth,NTLM,Network,LogOn,Success,147325.0,2,147325.0,147358.0,,,,,,
C1395,C467,auth,?,?,TGS,Success,147325.0,3,147325.0,147454.0,,,,,,
C1395$@DOM1,C1395$@DOM1,auth,?,?,TGS,Success,147325.0,4,147325.0,147454.0,,,,,,
C1578,C529,auth,Kerberos,Network,LogOn,Success,147325.0,2,147325.0,147330.0,,,,,,
C1578$@DOM1,C1578$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,4,147325.0,147396.0,,,,,,
C15895,C1640,auth,?,?,TGS,Success,147325.0,2,147325.0,147330.0,,,,,,
C15895,C457,auth,NTLM,Network,LogOn,Success,147325.0,4,147325.0,147361.0,,,,,,
C15895,C529,auth,Kerberos,Network,LogOn,Success,147325.0,4,147325.0,147332.0,,,,,,
C15920,C528,auth,NTLM,Network,LogOn,Success,147325.0,1,147325.0,,,,,,,
C15920$@DOM1,C15920$@DOM1,auth,NTLM,Network,LogOn,Success,147325.0,8,147325.0,147508.0,,,,,,
C1746,C1065,auth,Kerberos,Network,LogOn,Success,147325.0,1,147325.0,,,,,,,
C1746$@DOM1,C1746$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,3,147325.0,147366.0,,,,,,
C2074,C2074,auth,?,?,TGT,Success,147325.0,5,147325.0,147504.0,,,,,,
C2073$@DOM1,C2073$@DOM1,auth,?,?,TGT,Success,147325.0,20,147325.0,147504.0,,,,,,
C2074,C457,auth,?,?,TGS,Success,147325.0,10,147325.0,147504.0,,,,,,
C2131,C457,auth,Kerberos,Network,LogOn,Success,147325.0,3,147325.0,147331.0,,,,,,
C2131$@DOM1,C2131$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,6,147325.0,147331.0,,,,,,
C2276,C2276,auth,?,?,TGT,Success,147325.0,5,147325.0,147503.0,,,,,,
C2275$@DOM1,C2275$@DOM1,auth,?,?,TGT,Success,147325.0,20,147325.0,147503.0,,,,,,
C2276,C457,auth,?,?,TGS,Success,147325.0,10,147325.0,147503.0,,,,,,
C4248,C612,auth,Kerberos,Network,LogOn,Success,147325.0,2,147325.0,147359.0,,,,,,
C4248$@DOM1,C4248$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,6,147325.0,147371.0,,,,,,
C4996,C467,auth,Kerberos,Network,LogOn,Success,147325.0,2,147325.0,147355.0,,,,,,
C4996$@DOM1,C4996$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,3,147325.0,147355.0,,,,,,
C5188$@DOM1,C5188$@DOM1,auth,?,Network,LogOff,Success,147325.0,5,147325.0,147431.0,,,,,,
C1798,C612,auth,Kerberos,Network,LogOn,Success,147325.0,2,147325.0,147359.0,,,,,,
C831,C1065,auth,Kerberos,Network,LogOn,Success,147325.0,1,147325.0,,,,,,,
C831$@DOM1,C831$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,3,147325.0,147367.0,,,,,,
C8342$@DOM1,C8342$@DOM1,auth,?,Network,LogOff,Success,147325.0,3,147325.0,147425.0,,,,,,
C8377$@DOM1,C8377$@DOM1,auth,?,Network,LogOff,Success,147325.0,5,147325.0,147433.0,,,,,,
C9152$@DOM1,C9152$@DOM1,auth,?,Network,LogOff,Success,147325.0,3,147325.0,147352.0,,,,,,
C946$@DOM1,C946$@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,8,147325.0,147487.0,,,,,,
C8752,C8752,auth,Negotiate,Service,LogOn,Success,147325.0,1,147325.0,,,,,,,
NETWORK SERVICE@C8752,NETWORK SERVICE@C8752,auth,Negotiate,Service,LogOn,Success,147325.0,1,147325.0,,,,,,,
C472,C1065,auth,Kerberos,Network,LogOn,Success,147325.0,4,147325.0,147352.0,,,,,,
C1484,C1484,auth,?,Network,LogOff,Success,147325.0,3,147325.0,147449.0,,,,,,
C7200,C612,auth,Kerberos,Network,LogOn,Success,147325.0,1,147325.0,,,,,,,
C2627,C1315,auth,NTLM,Network,LogOn,Fail,147325.0,2,147325.0,147445.0,,,,,,
U252@DOM1,U252@DOM1,auth,NTLM,Network,LogOn,Fail,147325.0,2,147325.0,147445.0,,,,,,
C9542,C585,auth,?,?,TGS,Success,147325.0,1,147325.0,,,,,,,
C9542,C743,auth,?,?,TGS,Success,147325.0,1,147325.0,,,,,,,
C9542,TGT,auth,?,?,TGS,Success,147325.0,1,147325.0,,,,,,,
C11433,C586,auth,?,?,TGS,Success,147325.0,1,147325.0,,,,,,,
U4658@DOM1,U4658@DOM1,auth,?,?,TGS,Success,147325.0,2,147325.0,147325.0,,,,,,
C11433,TGT,auth,?,?,TGS,Success,147325.0,1,147325.0,,,,,,,
C11583,C612,auth,Kerberos,Network,LogOn,Success,147325.0,6,147325.0,147367.0,,,,,,
U4932@DOM1,U4932@DOM1,auth,Kerberos,Network,LogOn,Success,147325.0,29,147325.0,147385.0,,,,,,
C12434,C2327,auth,?,?,TGS,Success,147325.0,2,147325.0,147358.0,,,,,,
U5245@DOM1,U5245@DOM1,auth,?,?,TGS,Success,147325.0,6,147325.0,147437.0,,,,,,
C12699,C2327,auth,?,?,TGS,Success,147325.0,3,147325.0,147459.0,,,,,,
C12547,C467,auth,NTLM,Network,LogOn,Success,147326.0,6,147326.0,147368.0,,,,,,
C14346,C528,auth,NTLM,Network,LogOn,Success,147326.0,5,147326.0,147331.0,,,,,,
C10263,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147366.0,,,,,,
C10269,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147366.0,,,,,,
C1338,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147368.0,,,,,,
C15001,C586,auth,NTLM,Network,LogOn,Success,147326.0,9,147326.0,147631.0,,,,,,
C15920,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147367.0,,,,,,
C2035,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147366.0,,,,,,
C2089,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147367.0,,,,,,
C6589,C586,auth,NTLM,Network,LogOn,Success,147326.0,4,147326.0,147366.0,,,,,,
C9836,C9836,auth,?,Network,LogOff,Success,147326.0,2,147326.0,147404.0,,,,,,
C10263$@DOM1,C10263$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,6,147326.0,147450.0,,,,,,
C10269$@DOM1,C10269$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,7,147326.0,147474.0,,,,,,
C11250,C586,auth,Kerberos,Network,LogOn,Success,147326.0,2,147326.0,147366.0,,,,,,
C11250$@DOM1,C11250$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,4,147326.0,147374.0,,,,,,
C1144,C467,auth,Kerberos,Network,LogOn,Success,147326.0,2,147326.0,147357.0,,,,,,
C1144$@DOM1,C1144$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,3,147326.0,147357.0,,,,,,
C12547,C612,auth,Kerberos,Network,LogOn,Success,147326.0,6,147326.0,147416.0,,,,,,
C12547$@DOM1,C12547$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,8,147326.0,147423.0,,,,,,
C12808,C528,auth,Kerberos,Network,LogOn,Success,147326.0,2,147326.0,147425.0,,,,,,
C12808$@DOM1,C12808$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,4,147326.0,147439.0,,,,,,
C12959,C12959,auth,?,Network,LogOff,Success,147326.0,2,147326.0,147357.0,,,,,,
C12959$@DOM1,C12959$@DOM1,auth,?,Network,LogOff,Success,147326.0,31,147326.0,147432.0,,,,,,
C12959,C586,auth,Kerberos,Network,LogOn,Success,147326.0,6,147326.0,147421.0,,,,,,
C12959,C612,auth,Kerberos,Network,LogOn,Success,147326.0,3,147326.0,147360.0,,,,,,
C12959,C625,auth,Kerberos,Network,LogOn,Success,147326.0,2,147326.0,147382.0,,,,,,
C1798,C12959,auth,Kerberos,Network,LogOn,Success,147326.0,1,147326.0,,,,,,,
C1338$@DOM1,C1338$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,4,147326.0,147377.0,,,,,,
C13738,C625,auth,Kerberos,Network,LogOn,Success,147326.0,5,147326.0,147491.0,,,,,,
C13738$@DOM1,C13738$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,9,147326.0,147491.0,,,,,,
C14346$@DOM1,C14346$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,15,147326.0,147372.0,,,,,,
C14409$@DOM1,C14409$@DOM1,auth,?,Network,LogOff,Success,147326.0,8,147326.0,147505.0,,,,,,
C1459,C529,auth,Kerberos,Network,LogOn,Success,147326.0,2,147326.0,147331.0,,,,,,
C1459$@DOM1,C1459$@DOM1,auth,Kerberos,Network,LogOn,Success,147326.0,4,147326.0,147396.0,,,,,,
