src,dst,type,auth_type,logon_type,auth_orientation,success,time,weight,first_time,last_time
U2971@DOM1,U2971@DOM1,auth,?,Network,LogOff,Success,147293.0,22,147293.0,147506.0
C5117,C457,auth,Kerberos,Network,LogOn,Success,147293.0,1,147293.0,
U3237@DOM1,U3237@DOM1,auth,?,Network,LogOff,Success,147293.0,2,147293.0,147293.0
C8607,C457,auth,Kerberos,Network,LogOn,Success,147293.0,1,147293.0,
U3240@DOM1,U3240@DOM1,auth,?,Network,LogOff,Success,147293.0,5,147293.0,147504.0
C8823,C457,auth,?,?,TGS,Success,147293.0,4,147293.0,147319.0
C8823,TGT,auth,?,?,TGS,Success,147293.0,2,147293.0,147319.0
C1870,C1870,auth,?,Network,LogOff,Success,147293.0,15,147293.0,147457.0
U32@DOM1,U32@DOM1,auth,?,Network,LogOff,Success,147293.0,11,147293.0,147509.0
C9477,C529,auth,Kerberos,Network,LogOn,Success,147293.0,1,147293.0,
C9366,C625,auth,NTLM,Network,LogOn,Success,147293.0,7,147293.0,147482.0
C7792,C467,auth,Kerberos,Network,LogOn,Success,147293.0,5,147293.0,147494.0
C210,C467,auth,Kerberos,Network,LogOn,Success,147293.0,1,147293.0,
C210,C586,auth,Kerberos,Network,LogOn,Success,147293.0,2,147293.0,147294.0
U401@DOM1,U401@DOM1,auth,?,Network,LogOff,Success,147293.0,19,147293.0,147505.0
C10953,C2327,auth,?,?,TGS,Success,147293.0,3,147293.0,147302.0
U4450@DOM1,U4450@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,18,147293.0,147501.0
C11418,C528,auth,Kerberos,Network,LogOn,Success,147293.0,2,147293.0,147338.0
U4665@DOM1,U4665@DOM1,auth,?,?,TGT,Success,147293.0,10,147293.0,147481.0
C11307,C2327,auth,?,?,TGS,Success,147293.0,5,147293.0,147481.0
C1554,C529,auth,?,?,TGS,Success,147293.0,3,147293.0,147304.0
U483@DOM1,U483@DOM1,auth,?,?,TGS,Success,147293.0,24,147293.0,147507.0
C11910,C528,auth,Kerberos,Network,LogOn,Success,147293.0,1,147293.0,
U4872@DOM1,U4872@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,2,147293.0,147293.0
C11886,C2855,auth,?,?,TGS,Success,147293.0,3,147293.0,147298.0
U5100@DOM1,U5100@DOM1,auth,?,?,TGS,Success,147293.0,10,147293.0,147334.0
C12558,C2162,auth,Kerberos,Network,LogOn,Success,147293.0,10,147293.0,147503.0
U5151@DOM1,U5151@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,17,147293.0,147503.0
C11833,C457,auth,Kerberos,Network,LogOn,Success,147293.0,4,147293.0,147301.0
U5178@DOM1,U5178@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,12,147293.0,147319.0
U533@DOM1,U533@DOM1,auth,?,Network,LogOff,Success,147293.0,19,147293.0,147503.0
C13128,C2327,auth,?,?,TGS,Success,147293.0,1,147293.0,
U5585@DOM1,U5585@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,4,147293.0,147384.0
U5659@DOM1,U5659@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,20,147293.0,147503.0
U573@DOM1,U573@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,15,147293.0,147503.0
U6069@DOM1,U6069@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,14,147293.0,147468.0
C1661,C1065,auth,Kerberos,Network,LogOn,Success,147293.0,1,147293.0,
C1661,C457,auth,Kerberos,Network,LogOn,Success,147293.0,2,147293.0,147300.0
C1661,C586,auth,Kerberos,Network,LogOn,Success,147293.0,2,147293.0,147327.0
C1823,C2867,auth,?,?,TGS,Success,147293.0,5,147293.0,147372.0
C2841,C2841,auth,?,Network,LogOff,Success,147293.0,4,147293.0,147352.0
U6@DOM1,U6@DOM1,auth,?,Network,LogOff,Success,147293.0,115,147293.0,147503.0
C16001,C1640,auth,?,?,TGS,Success,147293.0,1,147293.0,
U7250@DOM1,U7250@DOM1,auth,?,?,TGS,Success,147293.0,1,147293.0,
U7691@DOM1,U7691@DOM1,auth,Kerberos,Network,LogOn,Success,147293.0,28,147293.0,147503.0
U847@DOM1,U847@DOM1,auth,?,Network,LogOff,Success,147293.0,4,147293.0,147301.0
C4831,C457,auth,Kerberos,Network,LogOn,Success,147293.0,3,147293.0,147365.0
C7792,C586,auth,NTLM,Network,LogOn,Success,147294.0,3,147294.0,147296.0
C784,C586,auth,NTLM,Network,LogOn,Success,147294.0,3,147294.0,147295.0
C7298,C7298,auth,?,Network,LogOff,Success,147294.0,2,147294.0,147405.0
ANONYMOUS LOGON@C7298,ANONYMOUS LOGON@C7298,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C10307,C3173,auth,Kerberos,Network,LogOn,Success,147294.0,16,147294.0,147503.0
C10307$@DOM1,C10307$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,15,147294.0,147503.0
C11051,C529,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147304.0
C11051$@DOM1,C11051$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147318.0
C1119,C625,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147310.0
C1119$@DOM1,C1119$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147315.0
C11578$@DOM1,C11578$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C11932,C467,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147322.0
C11932$@DOM1,C11932$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147334.0
C1196,C467,auth,Kerberos,Network,LogOn,Success,147294.0,21,147294.0,147490.0
C1196$@DOM1,C1196$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,45,147294.0,147490.0
C12455$@DOM1,C12455$@DOM1,auth,?,Network,LogOff,Success,147294.0,2,147294.0,147310.0
C12786$@DOM1,C12786$@DOM1,auth,?,Network,LogOff,Success,147294.0,3,147294.0,147384.0
C12877$@DOM1,C12877$@DOM1,auth,?,Network,LogOff,Success,147294.0,3,147294.0,147337.0
C13715,C612,auth,Kerberos,Network,LogOn,Success,147294.0,6,147294.0,147370.0
C13715$@DOM1,C13715$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,16,147294.0,147499.0
C14064,C801,auth,Kerberos,Network,LogOn,Success,147294.0,20,147294.0,147505.0
C14064$@DOM1,C14064$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,15,147294.0,147505.0
C14254,C586,auth,NTLM,Network,LogOn,Success,147294.0,1,147294.0,
C1429,C528,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147384.0
C1429$@DOM1,C1429$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147401.0
C14385$@DOM1,C14385$@DOM1,auth,?,Network,LogOff,Success,147294.0,3,147294.0,147310.0
C14501,C625,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147310.0
C14501$@DOM1,C14501$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147314.0
C1498,C467,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147322.0
C1498$@DOM1,C1498$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147322.0
C15038,C529,auth,NTLM,Network,LogOn,Success,147294.0,2,147294.0,147304.0
C15038$@DOM1,C15038$@DOM1,auth,NTLM,Network,LogOn,Success,147294.0,4,147294.0,147318.0
C15045,C625,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C15045$@DOM1,C15045$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147299.0
C15427$@DOM1,C15427$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C15693$@DOM1,C15693$@DOM1,auth,?,Network,LogOff,Success,147294.0,3,147294.0,147310.0
C158$@DOM1,C158$@DOM1,auth,?,Network,LogOff,Success,147294.0,5,147294.0,147413.0
C15953,C625,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C15953$@DOM1,C15953$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147298.0
C1597,C529,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C16299,C16299,auth,?,?,TGT,Success,147294.0,1,147294.0,
C16299$@DOM1,C16299$@DOM1,auth,?,?,TGT,Success,147294.0,2,147294.0,147294.0
C16299,C801,auth,?,?,TGS,Success,147294.0,1,147294.0,
C16334,C1065,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C16334$@DOM1,C16334$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147297.0
C16334,TGT,auth,?,?,TGS,Success,147294.0,1,147294.0,
C16422,C16422,auth,?,?,TGT,Success,147294.0,1,147294.0,
C16422$@DOM1,C16422$@DOM1,auth,?,?,TGT,Success,147294.0,4,147294.0,147297.0
C16422,C625,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C16422,TGT,auth,?,?,TGS,Success,147294.0,1,147294.0,
C16430,TGT,auth,?,?,TGS,Success,147294.0,8,147294.0,147482.0
C16430$@DOM1,C16430$@DOM1,auth,?,?,TGS,Success,147294.0,20,147294.0,147482.0
C17228,C625,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C17228$@DOM1,C17228$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147297.0
C17560,C17560,auth,?,Network,LogOff,Success,147294.0,6,147294.0,147316.0
C1798,C17560,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147298.0
C23827,C625,auth,Kerberos,Network,LogOn,Success,147294.0,17,147294.0,147491.0
C1867$@DOM1,U6536@DOM1,auth,Negotiate,RemoteInteractive,LogOn,Success,147294.0,1,147294.0,
C203,C528,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147385.0
C203$@DOM1,C203$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147401.0
C240$@DOM1,C240$@DOM1,auth,?,Network,LogOff,Success,147294.0,3,147294.0,147304.0
C2461,C612,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147337.0
C2461$@DOM1,C2461$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147350.0
C2514,C528,auth,Kerberos,Network,LogOn,Success,147294.0,8,147294.0,147481.0
C2514$@DOM1,C2514$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,19,147294.0,147495.0
C2524,C2524,auth,?,?,TGT,Success,147294.0,7,147294.0,147474.0
C2523$@DOM1,C2523$@DOM1,auth,?,?,TGT,Success,147294.0,28,147294.0,147474.0
C2524,C612,auth,?,?,TGS,Success,147294.0,14,147294.0,147474.0
C2635,C467,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C2635$@DOM1,C2635$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147305.0
C2697,C586,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147397.0
C2697$@DOM1,C2697$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147397.0
C2711,C586,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C2711$@DOM1,C2711$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C2819$@DOM1,C2819$@DOM1,auth,?,Network,LogOff,Success,147294.0,3,147294.0,147310.0
C2992,C2992,auth,?,?,TGT,Success,147294.0,1,147294.0,
C2992$@DOM1,C2992$@DOM1,auth,?,?,TGT,Success,147294.0,4,147294.0,147361.0
C2992,TGT,auth,?,?,TGS,Success,147294.0,1,147294.0,
C3677,C1065,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147321.0
C428,C586,auth,NTLM,Network,LogOn,Success,147294.0,1,147294.0,
C467,C1065,auth,Kerberos,Network,LogOn,Success,147294.0,10,147294.0,147502.0
C4797,C467,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C4796$@DOM1,C4796$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147305.0
C5143,C586,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C518,C625,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C518$@DOM1,C518$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147365.0
C553,C625,auth,Kerberos,Network,LogOn,Success,147294.0,5,147294.0,147314.0
C5534,C586,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147317.0
C2052,C625,auth,Kerberos,Network,LogOn,Success,147294.0,15,147294.0,147485.0
C625,C529,auth,Kerberos,Network,LogOn,Success,147294.0,7,147294.0,147469.0
C6453,C529,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C6507$@DOM1,C6507$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C6548$@DOM1,C6548$@DOM1,auth,?,Network,LogOff,Success,147294.0,4,147294.0,147353.0
C6639$@DOM1,C6639$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C6937$@DOM1,C6937$@DOM1,auth,?,Network,LogOff,Success,147294.0,4,147294.0,147364.0
C6973$@DOM1,C6973$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C70$@DOM1,C70$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C7305,C586,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C7305$@DOM1,C7305$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147313.0
C7792$@DOM1,C7792$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,5,147294.0,147494.0
C7804$@DOM1,C7804$@DOM1,auth,?,Network,LogOff,Success,147294.0,36,147294.0,147407.0
C7804,C625,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147385.0
C8064$@DOM1,C8064$@DOM1,auth,?,Network,LogOff,Success,147294.0,13,147294.0,147505.0
C8257,C529,auth,Kerberos,Network,LogOn,Success,147294.0,12,147294.0,147413.0
C8257$@DOM1,C8257$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,41,147294.0,147434.0
C8369,C625,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C8369$@DOM1,C8369$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147461.0
C8531,TGT,auth,?,?,TGS,Success,147294.0,2,147294.0,147321.0
C8531$@DOM1,C8531$@DOM1,auth,?,?,TGS,Success,147294.0,6,147294.0,147321.0
C868,C625,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147306.0
C9224,C529,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C9224$@DOM1,C9224$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147459.0
C9260,C801,auth,Kerberos,Network,LogOn,Success,147294.0,16,147294.0,147504.0
C9260$@DOM1,C9260$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,15,147294.0,147504.0
C9545,C3173,auth,Kerberos,Network,LogOn,Success,147294.0,17,147294.0,147503.0
C9545$@DOM1,C9545$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,19,147294.0,147503.0
C9786$@DOM1,C9786$@DOM1,auth,?,Network,LogOff,Success,147294.0,5,147294.0,147402.0
C9943,C528,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147359.0
C9943$@DOM1,C9943$@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147305.0
C9943,C9943,auth,?,?,TGS,Success,147294.0,6,147294.0,147405.0
C9978$@DOM1,C9978$@DOM1,auth,?,Network,LogOff,Success,147294.0,1,147294.0,
C5427,C5427,auth,Negotiate,Service,LogOn,Success,147294.0,1,147294.0,
NETWORK SERVICE@C5427,NETWORK SERVICE@C5427,auth,Negotiate,Service,LogOn,Success,147294.0,1,147294.0,
U119@DOM1,U119@DOM1,auth,?,Network,LogOff,Success,147294.0,33,147294.0,147498.0
C14102,C1065,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147321.0
U1268@DOM1,U1268@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,19,147294.0,147328.0
C368,C368,auth,?,Network,LogOff,Success,147294.0,70,147294.0,147502.0
U162@DOM1,U162@DOM1,auth,?,Network,LogOff,Success,147294.0,25,147294.0,147505.0
C5921,C625,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147310.0
C2300,C585,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147474.0
U189@DOM1,U189@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,14,147294.0,147508.0
U2066@DOM1,U2066@DOM1,auth,?,Network,LogOff,Success,147294.0,11,147294.0,147474.0
C6477,C585,auth,Kerberos,Network,LogOn,Success,147294.0,4,147294.0,147484.0
U2256@DOM1,U2256@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,8,147294.0,147494.0
C6715,C625,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147310.0
U2974@DOM1,U2974@DOM1,auth,?,Network,LogOff,Success,147294.0,15,147294.0,147505.0
U3646@DOM1,U3646@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,19,147294.0,147503.0
C13152,C449,auth,Kerberos,Network,LogOn,Success,147294.0,19,147294.0,147504.0
U3831@DOM1,U3831@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,44,147294.0,147504.0
C449,C449,auth,?,Network,LogOff,Success,147294.0,55,147294.0,147508.0
U3958@DOM1,U3958@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,18,147294.0,147504.0
U4034@DOM1,U4034@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,19,147294.0,147503.0
U4993@DOM1,U4993@DOM1,auth,?,Network,LogOff,Success,147294.0,7,147294.0,147504.0
U49@DOM1,U49@DOM1,auth,?,Network,LogOff,Success,147294.0,9,147294.0,147479.0
C11833,C585,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
C12628,C467,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
U5295@DOM1,U5295@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,6,147294.0,147345.0
C13475,C529,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147494.0
U5823@DOM1,U5823@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,3,147294.0,147326.0
C12261,C2327,auth,?,?,TGS,Success,147294.0,2,147294.0,147322.0
U5956@DOM1,U5956@DOM1,auth,?,?,TGS,Success,147294.0,2,147294.0,147322.0
U6215@DOM1,U6215@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,29,147294.0,147505.0
U6536@DOM1,C1867$@DOM1,auth,?,?,AuthMap,Success,147294.0,1,147294.0,
C1867,C529,auth,?,?,TGS,Success,147294.0,7,147294.0,147321.0
C1867,TGT,auth,?,?,TGS,Success,147294.0,2,147294.0,147321.0
C664,C2327,auth,?,?,TGS,Success,147294.0,2,147294.0,147337.0
U660@DOM1,U660@DOM1,auth,?,?,TGS,Success,147294.0,2,147294.0,147337.0
C815,C815,auth,?,Network,LogOff,Success,147294.0,4,147294.0,147299.0
C15049,C2327,auth,?,?,TGS,Success,147294.0,1,147294.0,
C15038,C467,auth,Kerberos,Network,LogOn,Success,147294.0,2,147294.0,147321.0
U6792@DOM1,U6792@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,12,147294.0,147361.0
C16275,C1065,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
U7452@DOM1,U7452@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,6,147294.0,147335.0
C16275,C467,auth,Kerberos,Network,LogOn,Success,147294.0,1,147294.0,
U7694@DOM1,U7694@DOM1,auth,?,Network,LogOff,Success,147294.0,9,147294.0,147489.0
C1727,C625,auth,Kerberos,Network,LogOn,Success,147294.0,14,147294.0,147497.0
U78@DOM1,U78@DOM1,auth,Kerberos,Network,LogOn,Success,147294.0,61,147294.0,147497.0
C61,C61,auth,?,Network,LogOff,Success,147294.0,144,147294.0,147509.0
C11145,C457,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147402.0
C14102,C457,auth,NTLM,Network,LogOn,Success,147295.0,2,147295.0,147302.0
C13781,C529,auth,NTLM,Network,LogOn,Success,147295.0,1,147295.0,
C13868,C529,auth,NTLM,Network,LogOn,Success,147295.0,1,147295.0,
C14032,C586,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147331.0
C1508,C586,auth,NTLM,Network,LogOn,Success,147295.0,6,147295.0,147403.0
C2255,C586,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147330.0
C279,C586,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147330.0
C7869,C586,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147329.0
C8776,C586,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147330.0
C5202,C612,auth,NTLM,Network,LogOn,Success,147295.0,2,147295.0,147338.0
C5802,C9597,auth,NTLM,Network,LogOn,Success,147295.0,4,147295.0,147317.0
ANONYMOUS LOGON@C9597,ANONYMOUS LOGON@C9597,auth,NTLM,Network,LogOn,Success,147295.0,8,147295.0,147317.0
C9597,C9597,auth,?,Network,LogOff,Success,147295.0,4,147295.0,147317.0
C10445,C10445,auth,Negotiate,Service,LogOn,Success,147295.0,7,147295.0,147397.0
C10445$@DOM1,SYSTEM@C10445,auth,Negotiate,Service,LogOn,Success,147295.0,2,147295.0,147375.0
C11621,C1065,auth,Kerberos,Network,LogOn,Success,147295.0,3,147295.0,147297.0
C11621$@DOM1,C11621$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,4,147295.0,147304.0
C12002,C528,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147385.0
C12002$@DOM1,C12002$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,4,147295.0,147399.0
C12300,C625,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C12300$@DOM1,C12300$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147295.0
C1281,C528,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C1281$@DOM1,C1281$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147310.0
C13352,C1015,auth,NTLM,Network,LogOn,Success,147295.0,23,147295.0,147505.0
C13352$@DOM1,C13352$@DOM1,auth,NTLM,Network,LogOn,Success,147295.0,15,147295.0,147505.0
C13374$@DOM1,C13374$@DOM1,auth,?,Network,LogOff,Success,147295.0,1,147295.0,
C13698,C457,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147301.0
C13911,C529,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C14085,C529,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C14102,C528,auth,Kerberos,Network,LogOn,Success,147295.0,6,147295.0,147510.0
C14102$@DOM1,C14102$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,5,147295.0,147510.0
C14564,C625,auth,NTLM,Network,LogOn,Success,147295.0,10,147295.0,147487.0
C14564$@DOM1,C14564$@DOM1,auth,NTLM,Network,LogOn,Success,147295.0,25,147295.0,147484.0
C148,C528,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C148$@DOM1,C148$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147304.0
C1508$@DOM1,C1508$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,10,147295.0,147405.0
C15292$@DOM1,C15292$@DOM1,auth,?,Network,LogOff,Success,147295.0,4,147295.0,147424.0
C1540,C467,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C1540$@DOM1,C1540$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,17,147295.0,147503.0
C1521,C1623,auth,Negotiate,Interactive,LogOn,Success,147295.0,1,147295.0,
C1623$@DOM1,U6712@DOM1,auth,Negotiate,Interactive,LogOn,Success,147295.0,1,147295.0,
C1717$@DOM1,C1717$@DOM1,auth,?,Network,LogOff,Success,147295.0,9,147295.0,147507.0
C17437$@DOM1,C17437$@DOM1,auth,?,Network,LogOff,Success,147295.0,3,147295.0,147330.0
C23827,C528,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147297.0
C17696$@DOM1,C17696$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147300.0
C1795,C529,auth,Kerberos,Network,LogOn,Success,147295.0,5,147295.0,147486.0
C1821$@DOM1,C1821$@DOM1,auth,?,Network,LogOff,Success,147295.0,3,147295.0,147331.0
C3066,C625,auth,Kerberos,Network,LogOn,Success,147295.0,5,147295.0,147398.0
C2075$@DOM1,C2075$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,57,147295.0,147496.0
C2123,C2123,auth,?,?,TGT,Success,147295.0,9,147295.0,147493.0
C2122$@DOM1,C2122$@DOM1,auth,?,?,TGT,Success,147295.0,36,147295.0,147493.0
C2123,C625,auth,?,?,TGS,Success,147295.0,18,147295.0,147493.0
C2255$@DOM1,C2255$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,3,147295.0,147330.0
C2450,C2450,auth,?,?,TGT,Success,147295.0,6,147295.0,147491.0
C2449$@DOM1,C2449$@DOM1,auth,?,?,TGT,Success,147295.0,24,147295.0,147491.0
C2450,C457,auth,?,?,TGS,Success,147295.0,12,147295.0,147491.0
C279$@DOM1,C279$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,4,147295.0,147345.0
C2697,C2697,auth,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail,147295.0,5,147295.0,147437.0
C3173$@DOM1,C3173$@DOM1,auth,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail,147295.0,2,147295.0,147463.0
C327,C457,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147301.0
C327$@DOM1,C327$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,4,147295.0,147317.0
C3386,C625,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C3450,C625,auth,Kerberos,Network,LogOn,Success,147295.0,4,147295.0,147353.0
C3450$@DOM1,C3450$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,32,147295.0,147408.0
C3677,C3677,auth,?,?,TGT,Success,147295.0,3,147295.0,147309.0
C3677,C457,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147302.0
C3677,C467,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147323.0
C3677,C528,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C3677,C529,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147305.0
C3677,C612,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147338.0
C4015$@DOM1,C4015$@DOM1,auth,?,Network,LogOff,Success,147295.0,1,147295.0,
C4204$@DOM1,C4204$@DOM1,auth,?,Network,LogOff,Success,147295.0,1,147295.0,
C45,C528,auth,Kerberos,Network,LogOn,Success,147295.0,1,147295.0,
C45$@DOM1,C45$@DOM1,auth,Kerberos,Network,LogOn,Success,147295.0,2,147295.0,147308.0
C4537$@DOM1,C4537$@DOM1,auth,?,Network,LogOff,Success,147295.0,3,147295.0,147338.0
C457$@DOM1,C457$@DOM1,auth,?,Network,LogOff,Success,147295.0,323,147295.0,147510.0
C516,C457,auth,Kerberos,Network,LogOn,Success,147295.0,92,147295.0,147510.0
C4698$@DOM1,C4698$@DOM1,auth,?,Network,LogOff,Success,147295.0,1,147295.0,
C4712,C625,auth,Kerberos,Network,LogOn,Success,147295.0,5,147295.0,147473.0
