src,dst,type,protocol,src_port,dst_port,pkt_count,byte_count,duration,time,weight,first_time,last_time
C706,C64,flow,6.0,80.0,N21990,7.0,4130.0,0.0,148149.0,64,148149.0,587867.0
C12089,C467,flow,6.0,N21712,445.0,13.0,4147.0,16.0,148149.0,174,148149.0,494939.0
C467,C12089,flow,6.0,445.0,N21712,9.0,1653.0,16.0,148149.0,174,148149.0,494939.0
C64,C706,flow,6.0,N21990,80.0,9.0,3480.0,60.0,148149.0,72,148149.0,587867.0
C10445,C612,flow,17.0,N22034,389.0,1.0,235.0,0.0,148150.0,207,148150.0,579214.0
C405,C612,flow,6.0,N19342,88.0,6.0,1798.0,0.0,148150.0,24,148150.0,579987.0
C612,C10445,flow,17.0,389.0,N22034,1.0,191.0,0.0,148150.0,207,148150.0,579214.0
C612,C405,flow,6.0,88.0,N19342,6.0,1758.0,0.0,148150.0,24,148150.0,579987.0
C706,C919,flow,6.0,80.0,N5251,6.0,4072.0,0.0,148150.0,417,148150.0,1257877.0
C379,C1685,flow,6.0,N18346,N18,6.0,1223.0,10.0,148150.0,258,148150.0,1168026.0
C2109,C405,flow,6.0,445.0,N19331,9.0,1653.0,16.0,148150.0,49,148150.0,490922.0
C405,C2109,flow,6.0,N19331,445.0,14.0,4266.0,16.0,148150.0,49,148150.0,490922.0
C1685,C379,flow,6.0,N18,N18346,4.0,2755.0,6.0,148150.0,261,148150.0,1168026.0
C919,C706,flow,6.0,N5251,80.0,8.0,3523.0,60.0,148150.0,427,148150.0,1257877.0
C9414,C1685,flow,6.0,N21624,N18,6.0,1223.0,10.0,148151.0,292,148151.0,1258528.0
C14172,C1685,flow,6.0,N12751,N18,9.0,3007.0,11.0,148151.0,335,148151.0,1258611.0
C1685,C14172,flow,6.0,N18,N12751,6.0,2975.0,6.0,148151.0,338,148151.0,1258611.0
C1685,C9414,flow,6.0,N18,N21624,4.0,2755.0,6.0,148151.0,294,148151.0,1258528.0
C12455,C5030,flow,6.0,N3245,443.0,6.0,1647.0,0.0,148152.0,55,148152.0,492707.0
C16014,C1685,flow,6.0,N21558,N18,6.0,430.0,0.0,148152.0,922,148152.0,1258738.0
C16014,C1707,flow,6.0,N4419,N18,6.0,430.0,0.0,148152.0,303,148152.0,1258735.0
C1685,C16014,flow,6.0,N18,N21558,4.0,372.0,0.0,148152.0,922,148152.0,1258738.0
C1707,C16014,flow,6.0,N18,N4419,4.0,376.0,0.0,148152.0,305,148152.0,1258735.0
C5030,C12455,flow,6.0,443.0,N3245,4.0,1463.0,0.0,148152.0,57,148152.0,492835.0
C2958,C1685,flow,6.0,N8526,N18,6.0,1209.0,10.0,148152.0,75,148152.0,1175301.0
C6756,C1707,flow,6.0,N4325,N18,6.0,1222.0,10.0,148152.0,217,148152.0,1258849.0
C1685,C2958,flow,6.0,N18,N8526,4.0,2757.0,5.0,148152.0,76,148152.0,1175301.0
C1707,C6756,flow,6.0,N18,N4325,4.0,2762.0,6.0,148152.0,217,148152.0,1258849.0
C2109,C50,flow,6.0,389.0,N21579,12.0,6988.0,0.0,148153.0,30,148153.0,578398.0
C50,C586,flow,6.0,N1055,389.0,12.0,3542.0,0.0,148153.0,36,148153.0,491156.0
C50,C2109,flow,6.0,N21579,389.0,14.0,3731.0,0.0,148153.0,30,148153.0,578398.0
C5030,C7430,flow,6.0,443.0,N3036,5.0,1481.0,0.0,148153.0,50,148153.0,575890.0
C586,C50,flow,6.0,389.0,N1055,10.0,4241.0,0.0,148153.0,37,148153.0,491357.0
C7430,C5030,flow,6.0,N3036,443.0,6.0,1578.0,0.0,148153.0,50,148153.0,575890.0
C13264,C467,flow,6.0,N17333,445.0,13.0,4217.0,11.0,148153.0,17,148153.0,492794.0
C17522,C1685,flow,6.0,N725,N18,9.0,2674.0,11.0,148153.0,116,148153.0,830726.0
C467,C13264,flow,6.0,445.0,N17333,9.0,1653.0,11.0,148153.0,17,148153.0,492794.0
C13035,C1622,flow,6.0,N15130,80.0,16.0,3596.0,15.0,148153.0,3372,148153.0,1258255.0
C1622,C13035,flow,6.0,80.0,N15130,16.0,14760.0,15.0,148153.0,3356,148153.0,1258255.0
C50,C625,flow,6.0,N21713,445.0,13.0,4276.0,15.0,148153.0,216,148153.0,579433.0
C625,C50,flow,6.0,445.0,N21713,9.0,2359.0,15.0,148153.0,216,148153.0,579433.0
C1685,C17522,flow,6.0,N18,N725,6.0,2979.0,6.0,148153.0,117,148153.0,830726.0
C10579,C457,flow,6.0,N1790,88.0,6.0,2217.0,0.0,148154.0,229,148154.0,473262.0
C14370,C1973,flow,6.0,N1788,80.0,7.0,1699.0,0.0,148154.0,330,148154.0,1258712.0
C1685,C25339,flow,6.0,N18,N17959,4.0,372.0,0.0,148154.0,1533,148154.0,1258867.0
C1707,C25339,flow,6.0,N18,N13762,4.0,376.0,0.0,148154.0,906,148154.0,1258865.0
C1973,C14370,flow,6.0,80.0,N1788,5.0,452.0,0.0,148154.0,330,148154.0,1258712.0
C25339,C1707,flow,6.0,N13762,N18,7.0,472.0,0.0,148154.0,906,148154.0,1258865.0
C25339,C1685,flow,6.0,N17959,N18,6.0,430.0,0.0,148154.0,1534,148154.0,1258867.0
C457,C10579,flow,6.0,88.0,N1790,6.0,2200.0,0.0,148154.0,228,148154.0,473262.0
C528,C15082,flow,6.0,88.0,N21617,4.0,501.0,0.0,148154.0,348,148154.0,1232420.0
C706,C14903,flow,6.0,80.0,N20378,10.0,4592.0,0.0,148154.0,233,148154.0,1932604.0
C3322,C1685,flow,6.0,N1499,N18,9.0,2983.0,10.0,148154.0,200,148154.0,1258723.0
C3928,C1707,flow,6.0,N11940,N18,6.0,1222.0,10.0,148154.0,161,148154.0,1094393.0
C2496,C1685,flow,6.0,N7066,N18,9.0,2298.0,11.0,148154.0,188,148154.0,1258751.0
C1685,C2496,flow,6.0,N18,N7066,6.0,2974.0,6.0,148154.0,189,148154.0,1258751.0
C1685,C3322,flow,6.0,N18,N1499,6.0,2975.0,6.0,148154.0,209,148154.0,1258723.0
C1707,C3928,flow,6.0,N18,N11940,4.0,2762.0,6.0,148154.0,161,148154.0,1094393.0
C14903,C706,flow,6.0,N20378,80.0,13.0,6286.0,60.0,148154.0,258,148154.0,1932604.0
C16604,C1685,flow,6.0,N3834,N18,9.0,2910.0,10.0,148155.0,132,148155.0,1258927.0
C4833,C1707,flow,6.0,N21639,N18,6.0,1059.0,10.0,148155.0,97,148155.0,1232399.0
C10501,C1707,flow,6.0,N21650,N18,9.0,2446.0,11.0,148155.0,212,148155.0,1258851.0
C12406,C467,flow,6.0,N1749,135.0,8.0,1290.0,15.0,148155.0,1022,148155.0,1932675.0
C467,C12406,flow,6.0,135.0,N1749,6.0,884.0,15.0,148155.0,1157,148155.0,1932675.0
C1707,C4833,flow,6.0,N18,N21639,4.0,2582.0,5.0,148155.0,97,148155.0,1232399.0
C1685,C16604,flow,6.0,N18,N3834,6.0,2975.0,6.0,148155.0,134,148155.0,1258927.0
C1707,C10501,flow,6.0,N18,N21650,6.0,2986.0,6.0,148155.0,212,148155.0,1258851.0
C1001,C457,flow,6.0,N13423,88.0,6.0,1822.0,0.0,148156.0,57,148156.0,227706.0
C16727,C1973,flow,6.0,N18518,80.0,7.0,1692.0,0.0,148156.0,355,148156.0,1257692.0
C1973,C16727,flow,6.0,80.0,N18518,5.0,448.0,0.0,148156.0,355,148156.0,1257692.0
C457,C1001,flow,6.0,88.0,N13423,6.0,1782.0,0.0,148156.0,57,148156.0,227706.0
C1440,C457,flow,6.0,N21701,445.0,13.0,5272.0,13.0,148156.0,140,148156.0,577163.0
C457,C1440,flow,6.0,445.0,N21701,9.0,2359.0,13.0,148156.0,140,148156.0,577163.0
C2286,C585,flow,6.0,N372,445.0,11.0,3317.0,14.0,148156.0,354,148156.0,1257859.0
C585,C2286,flow,6.0,445.0,N372,8.0,1272.0,14.0,148156.0,354,148156.0,1257859.0
C409,C1685,flow,6.0,N2474,N18,9.0,2745.0,16.0,148156.0,387,148156.0,1366248.0
C1440,C612,flow,6.0,N16618,445.0,72.0,16753.0,37.0,148156.0,85,148156.0,577382.0
C612,C1440,flow,6.0,445.0,N16618,67.0,14048.0,37.0,148156.0,85,148156.0,577382.0
C1685,C409,flow,6.0,N18,N2474,6.0,2979.0,6.0,148156.0,426,148156.0,1366248.0
C12654,C467,flow,17.0,N22044,389.0,1.0,236.0,0.0,148157.0,640,148157.0,1855912.0
C467,C12654,flow,17.0,389.0,N22044,1.0,193.0,0.0,148157.0,747,148157.0,1855912.0
C706,C6294,flow,6.0,80.0,N18244,9.0,4545.0,0.0,148157.0,184,148157.0,1258719.0
C6294,C706,flow,6.0,N18244,80.0,12.0,6370.0,60.0,148157.0,200,148157.0,1258719.0
C1065,C9409,flow,17.0,123.0,123.0,1.0,96.0,0.0,148158.0,28,148158.0,463601.0
C5030,C13667,flow,6.0,443.0,N10103,5.0,1469.0,0.0,148158.0,192,148158.0,1935012.0
C9409,C1065,flow,17.0,123.0,123.0,1.0,96.0,0.0,148158.0,28,148158.0,463601.0
C13667,C5030,flow,6.0,N10103,443.0,6.0,1590.0,1.0,148158.0,184,148158.0,1935012.0
C11525,C1707,flow,6.0,N3583,N18,9.0,3057.0,10.0,148158.0,61,148158.0,494599.0
C13254,C1707,flow,6.0,N2009,N18,6.0,1213.0,10.0,148158.0,177,148158.0,834376.0
C13948,C1685,flow,6.0,N2292,N18,6.0,1250.0,10.0,148158.0,542,148158.0,1935050.0
C2821,C1707,flow,6.0,N11034,N18,9.0,3023.0,10.0,148158.0,317,148158.0,1258797.0
C5186,C1685,flow,6.0,N9096,N18,6.0,1218.0,10.0,148158.0,280,148158.0,1935369.0
C16811,C528,flow,6.0,N15143,445.0,13.0,4260.0,12.0,148158.0,453,148158.0,1855676.0
C528,C16811,flow,6.0,445.0,N15143,9.0,2359.0,12.0,148158.0,463,148158.0,1855676.0
C1065,C16811,flow,6.0,445.0,N15204,173.0,82046.0,24.0,148158.0,849,148158.0,1933923.0
C16811,C1065,flow,6.0,N15204,445.0,178.0,36960.0,24.0,148158.0,670,148158.0,1933923.0
C12654,C706,flow,6.0,N1201,80.0,16.0,10624.0,32.0,148158.0,329,148158.0,1854365.0
C706,C12654,flow,6.0,80.0,N1201,9.0,1070.0,32.0,148158.0,296,148158.0,1854305.0
C1685,C13948,flow,6.0,N18,N2292,4.0,2751.0,5.0,148158.0,558,148158.0,1935050.0
C1685,C5186,flow,6.0,N18,N9096,4.0,2751.0,6.0,148158.0,290,148158.0,1935369.0
C1707,C11525,flow,6.0,N18,N3583,6.0,2982.0,6.0,148158.0,63,148158.0,494599.0
C1707,C13254,flow,6.0,N18,N2009,4.0,2762.0,6.0,148158.0,188,148158.0,834376.0
C1707,C2821,flow,6.0,N18,N11034,6.0,2982.0,6.0,148158.0,318,148158.0,1258797.0
C1685,C25821,flow,6.0,N18,N16375,4.0,372.0,0.0,148159.0,1537,148159.0,1258915.0
C1707,C25821,flow,6.0,N18,N21642,4.0,376.0,0.0,148159.0,909,148159.0,1258912.0
C25821,C1685,flow,6.0,N16375,N18,6.0,429.0,0.0,148159.0,1537,148159.0,1258915.0
C25821,C1707,flow,6.0,N21642,N18,6.0,420.0,0.0,148159.0,909,148159.0,1258912.0
C4508,C467,flow,1.0,N238,N202,2.0,120.0,0.0,148159.0,676,148159.0,1935066.0
C467,C4508,flow,1.0,N202,N202,2.0,120.0,0.0,148159.0,713,148159.0,1935066.0
C706,C6391,flow,6.0,80.0,N21422,4.0,515.0,0.0,148159.0,146,148159.0,1258642.0
C1017,C1685,flow,6.0,N15161,N18,6.0,1222.0,10.0,148159.0,227,148159.0,1179933.0
C3528,C1707,flow,6.0,N11566,N18,10.0,4201.0,10.0,148159.0,257,148159.0,1258288.0
C6427,C1685,flow,6.0,N8659,N18,11.0,4984.0,11.0,148159.0,237,148159.0,777567.0
C1685,C1017,flow,6.0,N18,N15161,4.0,2755.0,5.0,148159.0,228,148159.0,1179933.0
C1707,C3528,flow,6.0,N18,N11566,6.0,2983.0,6.0,148159.0,258,148159.0,1258288.0
C6391,C706,flow,6.0,N21422,80.0,8.0,3011.0,60.0,148159.0,175,148159.0,1258642.0
C1685,C6427,flow,6.0,N18,N8659,8.0,3200.0,7.0,148159.0,239,148159.0,777567.0
C1387,C529,flow,6.0,N14875,389.0,12.0,3707.0,0.0,148160.0,54,148160.0,579743.0
C1387,C2109,flow,17.0,N22094,389.0,1.0,235.0,0.0,148160.0,181,148160.0,579678.0
C14040,C528,flow,17.0,123.0,123.0,1.0,96.0,0.0,148160.0,718,148160.0,1931457.0
C1685,C25759,flow,6.0,N18,N21627,4.0,372.0,0.0,148160.0,1283,148160.0,1258175.0
C1707,C25759,flow,6.0,N18,N3788,4.0,376.0,0.0,148160.0,645,148160.0,1258172.0
C2109,C1387,flow,17.0,389.0,N22094,1.0,193.0,0.0,148160.0,181,148160.0,579678.0
C25759,C1685,flow,6.0,N21627,N18,6.0,430.0,0.0,148160.0,1282,148160.0,1258175.0
C25759,C1707,flow,6.0,N3788,N18,6.0,430.0,0.0,148160.0,645,148160.0,1258172.0
C528,C14040,flow,17.0,123.0,123.0,1.0,96.0,0.0,148160.0,735,148160.0,1931457.0
C529,C1387,flow,6.0,389.0,N14875,11.0,7443.0,0.0,148160.0,54,148160.0,579743.0
C1142,C1707,flow,6.0,N15004,N18,9.0,2841.0,11.0,148160.0,202,148160.0,1761580.0
C1707,C1142,flow,6.0,N18,N15004,6.0,2986.0,6.0,148160.0,203,148160.0,1761580.0
C1135,C625,flow,6.0,N21644,88.0,6.0,1805.0,0.0,148161.0,89,148161.0,581970.0
C16678,C5030,flow,6.0,N10822,443.0,6.0,1578.0,0.0,148161.0,47,148161.0,578197.0
C1947,C467,flow,17.0,N21520,389.0,1.0,234.0,0.0,148161.0,1600,148161.0,1931138.0
C467,C1947,flow,6.0,135.0,N5738,3.0,452.0,0.0,148161.0,1750,148161.0,1931138.0
C5030,C16678,flow,6.0,443.0,N10822,5.0,1481.0,0.0,148161.0,47,148161.0,578197.0
C625,C1135,flow,6.0,88.0,N21644,6.0,1764.0,0.0,148161.0,89,148161.0,581970.0
C3350,C706,flow,6.0,N2260,80.0,7.0,2936.0,1.0,148161.0,84,148161.0,725397.0
C706,C3350,flow,6.0,80.0,N2260,4.0,511.0,1.0,148161.0,46,148161.0,725307.0
C3507,C1707,flow,6.0,N16731,N18,9.0,3575.0,10.0,148161.0,168,148161.0,1258683.0
C2827,C1707,flow,6.0,N21485,N18,9.0,2589.0,11.0,148161.0,77,148161.0,1934984.0
C1065,C1135,flow,6.0,445.0,N21771,9.0,1653.0,15.0,148161.0,88,148161.0,457995.0
C1135,C1065,flow,6.0,N21771,445.0,13.0,4233.0,15.0,148161.0,88,148161.0,457995.0
C1357,C1685,flow,6.0,N5859,N18,9.0,2741.0,15.0,148161.0,297,148161.0,1934707.0
C1707,C2827,flow,6.0,N18,N21485,6.0,2986.0,6.0,148161.0,78,148161.0,1934984.0
C1707,C3507,flow,6.0,N18,N16731,6.0,2983.0,6.0,148161.0,168,148161.0,1258683.0
C6647,C706,flow,6.0,N7838,80.0,12.0,5301.0,7.0,148161.0,351,148161.0,1256440.0
C706,C6647,flow,6.0,80.0,N7838,8.0,1283.0,7.0,148161.0,184,148161.0,1256350.0
C1973,C273,flow,6.0,80.0,N21643,5.0,452.0,0.0,148162.0,320,148162.0,1256659.0
C273,C1973,flow,6.0,N21643,80.0,7.0,1699.0,0.0,148162.0,320,148162.0,1256659.0
C889,C1685,flow,6.0,N3209,N18,6.0,1223.0,15.0,148162.0,261,148162.0,1094624.0
C1685,C889,flow,6.0,N18,N3209,4.0,2755.0,6.0,148162.0,262,148162.0,1094624.0
C1294,C1707,flow,6.0,N16446,N18,10.0,2797.0,11.0,148163.0,172,148163.0,2471097.0
C1065,C14746,flow,6.0,445.0,N21773,9.0,2359.0,15.0,148163.0,19,148163.0,467041.0
C14746,C1065,flow,6.0,N21773,445.0,13.0,4257.0,15.0,148163.0,19,148163.0,467041.0
C1707,C1294,flow,6.0,N18,N16446,6.0,2986.0,6.0,148163.0,175,148163.0,2471097.0
C194,C467,flow,6.0,N20024,88.0,6.0,1797.0,0.0,148164.0,313,148164.0,1928335.0
C3955,C586,flow,1.0,N238,N202,2.0,120.0,0.0,148164.0,5,148164.0,149064.0
C467,C194,flow,6.0,88.0,N20024,5.0,366.0,0.0,148164.0,345,148164.0,1928335.0
C586,C3955,flow,1.0,N202,N202,2.0,120.0,0.0,148164.0,5,148164.0,149064.0
C706,C8734,flow,6.0,80.0,N22112,4.0,515.0,0.0,148164.0,200,148164.0,1258134.0
C15018,C1685,flow,6.0,N21762,N18,9.0,2982.0,11.0,148164.0,312,148164.0,1258487.0
C338,C1707,flow,6.0,N21761,N18,9.0,2206.0,11.0,148164.0,138,148164.0,1096321.0
C194,C612,flow,6.0,N20522,445.0,13.0,4217.0,12.0,148164.0,322,148164.0,1934778.0
C612,C194,flow,6.0,445.0,N20522,9.0,1653.0,12.0,148164.0,394,148164.0,1934778.0
C1744,C1685,flow,6.0,N16925,N18,12.0,7450.0,15.0,148164.0,129,148164.0,1181871.0
C1685,C15018,flow,6.0,N18,N21762,6.0,2975.0,6.0,148164.0,315,148164.0,1258487.0
C1685,C1744,flow,6.0,N18,N16925,7.0,3026.0,6.0,148164.0,129,148164.0,1181871.0
C1707,C338,flow,6.0,N18,N21761,6.0,2984.0,6.0,148164.0,140,148164.0,1096321.0
C8734,C706,flow,6.0,N22112,80.0,8.0,3008.0,60.0,148164.0,208,148164.0,1258134.0
C2983,C706,flow,6.0,N779,80.0,7.0,2973.0,0.0,148165.0,335,148165.0,1256947.0
C706,C2983,flow,6.0,80.0,N779,4.0,511.0,0.0,148165.0,216,148165.0,1256857.0
C368,C1685,flow,6.0,N21765,N18,9.0,2670.0,10.0,148165.0,76,148165.0,1176923.0
C528,C2462,flow,6.0,445.0,N19855,9.0,1653.0,16.0,148165.0,102,148165.0,1187698.0
C1685,C368,flow,6.0,N18,N21765,6.0,2978.0,6.0,148165.0,76,148165.0,1176923.0
C1685,C24992,flow,6.0,N18,N21702,4.0,372.0,0.0,148166.0,1002,148166.0,1180749.0
C1707,C24992,flow,6.0,N18,N15489,4.0,376.0,0.0,148166.0,579,148166.0,1180747.0
C24992,C1707,flow,6.0,N15489,N18,6.0,429.0,0.0,148166.0,579,148166.0,1180747.0
C24992,C1685,flow,6.0,N21702,N18,6.0,429.0,0.0,148166.0,1002,148166.0,1180749.0
C528,C4499,flow,1.0,N202,N202,2.0,120.0,0.0,148166.0,306,148166.0,1253747.0
C1480,C1685,flow,6.0,N16921,N18,6.0,1222.0,10.0,148166.0,321,148166.0,1258578.0
C16598,C1685,flow,6.0,N4010,N18,11.0,4354.0,10.0,148166.0,186,148166.0,834177.0
C4305,C1685,flow,6.0,N11668,N18,11.0,4157.0,11.0,148166.0,223,148166.0,1258495.0
C467,C679,flow,6.0,445.0,N21827,9.0,1653.0,16.0,148166.0,177,148166.0,491197.0
C679,C467,flow,6.0,N21827,445.0,13.0,4217.0,16.0,148166.0,177,148166.0,491197.0
C1685,C1480,flow,6.0,N18,N16921,4.0,2755.0,6.0,148166.0,321,148166.0,1258578.0
C1685,C16598,flow,6.0,N18,N4010,8.0,3199.0,6.0,148166.0,187,148166.0,834177.0
C1685,C4305,flow,6.0,N18,N11668,8.0,3199.0,7.0,148166.0,225,148166.0,1258495.0
C14028,C457,flow,17.0,N22132,389.0,1.0,237.0,0.0,148167.0,54,148167.0,578268.0
C14028,C612,flow,6.0,N464,389.0,12.0,3896.0,0.0,148167.0,70,148167.0,578967.0
C14439,C467,flow,6.0,N11016,389.0,18.0,3685.0,0.0,148167.0,478,148167.0,1933055.0
C14439,C612,flow,6.0,N15408,88.0,6.0,1785.0,0.0,148167.0,313,148167.0,1855809.0
C457,C14028,flow,17.0,389.0,N22132,1.0,193.0,0.0,148167.0,54,148167.0,578268.0
C457,C8115,flow,1.0,N202,N202,2.0,120.0,0.0,148167.0,43,148167.0,159868.0
C467,C14439,flow,6.0,389.0,N11016,22.0,24195.0,0.0,148167.0,599,148167.0,1933055.0
C612,C14028,flow,6.0,389.0,N464,11.0,7459.0,0.0,148167.0,70,148167.0,578967.0
C612,C14439,flow,17.0,389.0,N22177,1.0,193.0,0.0,148167.0,397,148167.0,1855809.0
C8115,C457,flow,1.0,N238,N202,2.0,120.0,0.0,148167.0,43,148167.0,159868.0
C13062,C1707,flow,6.0,N21752,N18,6.0,1213.0,10.0,148167.0,209,148167.0,1234806.0
C10161,C1685,flow,6.0,N7318,N18,9.0,3690.0,11.0,148167.0,317,148167.0,1258278.0
C1685,C10161,flow,6.0,N18,N7318,6.0,2976.0,6.0,148167.0,318,148167.0,1258278.0
C1707,C13062,flow,6.0,N18,N21752,4.0,2762.0,6.0,148167.0,209,148167.0,1234806.0
C14165,C5736,flow,6.0,N18739,2049.0,1.0,176.0,0.0,148168.0,1589,148168.0,1258849.0
C5720,C11219,flow,6.0,445.0,N4929,1.0,46.0,0.0,148168.0,868,148168.0,1257441.0
C5736,C14165,flow,6.0,111.0,N21687,5.0,332.0,0.0,148168.0,2229,148168.0,1258849.0
C706,C12642,flow,6.0,80.0,N22180,10.0,4602.0,0.0,148168.0,114,148168.0,1084038.0
C8200,C1707,flow,6.0,N1804,N18,12.0,8000.0,10.0,148168.0,144,148168.0,1231573.0
C11244,C467,flow,6.0,N19827,445.0,13.0,4237.0,14.0,148168.0,106,148168.0,587170.0
C467,C11244,flow,6.0,445.0,N19827,9.0,1653.0,14.0,148168.0,106,148168.0,587170.0
C15108,C706,flow,6.0,N10043,80.0,12.0,5301.0,6.0,148168.0,250,148168.0,1256932.0
C1707,C8200,flow,6.0,N18,N1804,7.0,3033.0,6.0,148168.0,144,148168.0,1231573.0
C706,C15108,flow,6.0,80.0,N10043,8.0,1283.0,6.0,148168.0,132,148168.0,1256842.0
C12642,C706,flow,6.0,N22180,80.0,13.0,6778.0,60.0,148168.0,127,148168.0,1084038.0
C585,C683,flow,6.0,445.0,N4705,9.0,1574.0,10.0,148169.0,34,148169.0,1247320.0
C6091,C1707,flow,6.0,N2806,N18,6.0,1222.0,10.0,148169.0,141,148169.0,834175.0
C683,C585,flow,6.0,N4705,445.0,12.0,3477.0,10.0,148169.0,32,148169.0,1247234.0
C4408,C1685,flow,6.0,N3389,N18,9.0,3392.0,11.0,148169.0,162,148169.0,1104726.0
C1065,C2299,flow,6.0,445.0,N21810,8.0,1361.0,13.0,148169.0,196,148169.0,633628.0
C2299,C1065,flow,6.0,N21810,445.0,12.0,4034.0,13.0,148169.0,160,148169.0,633526.0
C1685,C4408,flow,6.0,N18,N3389,7.0,3155.0,6.0,148169.0,163,148169.0,1104726.0
C1707,C6091,flow,6.0,N18,N2806,4.0,2762.0,6.0,148169.0,141,148169.0,834175.0
C16347,C1685,flow,6.0,N17342,N18,6.0,430.0,0.0,148170.0,1653,148170.0,1258491.0
C16347,C1707,flow,6.0,N21749,N18,7.0,472.0,0.0,148170.0,906,148170.0,1258488.0
C1685,C16347,flow,6.0,N18,N17342,4.0,372.0,0.0,148170.0,1653,148170.0,1258491.0
C1707,C16347,flow,6.0,N18,N21749,4.0,376.0,0.0,148170.0,906,148170.0,1258488.0
C528,C13815,flow,17.0,389.0,N22183,1.0,193.0,0.0,148170.0,458,148170.0,1258692.0
C15500,C1685,flow,6.0,N7758,N18,6.0,1223.0,10.0,148170.0,112,148170.0,1241647.0
C7891,C1707,flow,6.0,N721,N18,6.0,1223.0,10.0,148170.0,377,148170.0,1258490.0
C1015,C5794,flow,6.0,445.0,N2468,24.0,3659.0,12.0,148170.0,459,148170.0,1934858.0
C5794,C1015,flow,6.0,N2468,445.0,26.0,6062.0,12.0,148170.0,522,148170.0,1934858.0
C1685,C15500,flow,6.0,N18,N7758,4.0,2755.0,5.0,148170.0,116,148170.0,1241647.0
C1707,C7891,flow,6.0,N18,N721,4.0,2762.0,6.0,148170.0,377,148170.0,1258490.0
C10919,C1685,flow,6.0,N9547,N18,9.0,3302.0,10.0,148171.0,339,148171.0,2471401.0
C612,C6707,flow,6.0,445.0,N21891,9.0,1653.0,16.0,148171.0,113,148171.0,493611.0
C6707,C612,flow,6.0,N21891,445.0,13.0,4265.0,16.0,148171.0,113,148171.0,493611.0
C1685,C10919,flow,6.0,N18,N9547,6.0,2976.0,6.0,148171.0,342,148171.0,2471401.0
C12159,C1707,flow,6.0,N1695,N18,6.0,430.0,0.0,148172.0,900,148172.0,1258178.0
C1707,C12159,flow,6.0,N18,N1695,4.0,376.0,0.0,148172.0,900,148172.0,1258178.0
C1954,C612,flow,17.0,N22188,389.0,1.0,188.0,0.0,148172.0,321,148172.0,1929132.0
C1954,C467,flow,17.0,N22189,389.0,1.0,232.0,0.0,148172.0,540,148172.0,1933578.0
C1954,C586,flow,1.0,N238,N202,2.0,120.0,0.0,148172.0,359,148172.0,1930206.0
C467,C1954,flow,17.0,389.0,N22189,1.0,193.0,0.0,148172.0,619,148172.0,1933578.0
C586,C1954,flow,1.0,N202,N202,2.0,120.0,0.0,148172.0,439,148172.0,1930206.0
C586,C7043,flow,1.0,N202,N202,2.0,120.0,0.0,148172.0,109,148172.0,578963.0
C612,C1954,flow,17.0,389.0,N22188,1.0,193.0,0.0,148172.0,365,148172.0,1929132.0
C7043,C586,flow,1.0,N238,N202,2.0,120.0,0.0,148172.0,109,148172.0,578963.0
C17508,C5030,flow,6.0,N3168,443.0,6.0,1578.0,1.0,148172.0,51,148172.0,582515.0
C5030,C17508,flow,6.0,443.0,N3168,5.0,1489.0,1.0,148172.0,51,148172.0,582515.0
C14271,C1707,flow,6.0,N9667,N18,9.0,3023.0,10.0,148172.0,228,148172.0,1258362.0
C612,C8406,flow,6.0,135.0,N8242,5.0,544.0,49.0,148172.0,35,148172.0,158585.0
C8406,C612,flow,6.0,N18019,N39,7.0,1263.0,49.0,148172.0,35,148172.0,158585.0
C1707,C14271,flow,6.0,N18,N9667,6.0,2982.0,6.0,148172.0,230,148172.0,1258362.0
C1954,C529,flow,6.0,N21744,389.0,9.0,2676.0,0.0,148173.0,364,148173.0,1854425.0
C529,C1954,flow,6.0,389.0,N21744,7.0,1733.0,0.0,148173.0,412,148173.0,1854425.0
C11508,C1707,flow,6.0,N18105,N18,9.0,2948.0,10.0,148173.0,177,148173.0,1258483.0
C12770,C1685,flow,6.0,N17169,N18,9.0,2464.0,11.0,148173.0,59,148173.0,1158763.0
C6546,C585,flow,6.0,N2856,445.0,114.0,17164.0,11.0,148173.0,1032,148173.0,1248562.0
C1065,C667,flow,6.0,445.0,N2554,9.0,1653.0,13.0,148173.0,129,148173.0,585052.0
C667,C1065,flow,6.0,N2554,445.0,13.0,4341.0,13.0,148173.0,129,148173.0,585052.0
C3884,C706,flow,6.0,N20086,80.0,13.0,6745.0,47.0,148173.0,258,148173.0,1258267.0
C706,C3884,flow,6.0,80.0,N20086,10.0,4585.0,47.0,148173.0,138,148173.0,1258267.0
C1685,C12770,flow,6.0,N18,N17169,6.0,2979.0,6.0,148173.0,59,148173.0,1158763.0
C1707,C11508,flow,6.0,N18,N18105,6.0,2982.0,6.0,148173.0,179,148173.0,1258483.0
C15168,C2026,flow,6.0,N22224,445.0,1.0,52.0,0.0,148174.0,13,148174.0,494520.0
C15211,C457,flow,1.0,N238,N202,2.0,120.0,0.0,148174.0,55,148174.0,159875.0
C2026,C15168,flow,6.0,445.0,N22224,1.0,46.0,0.0,148174.0,13,148174.0,494520.0
C457,C15211,flow,1.0,N202,N202,2.0,120.0,0.0,148174.0,55,148174.0,159875.0
C5721,C7043,flow,1.0,N202,N202,1.0,60.0,0.0,148174.0,810,148174.0,1258889.0
